Title,Domain
Frontiers in Behavioral Neuroscience,www.frontiersin.org
Arabian Journal of Chemistry,www.journals.elsevier.com
Macromolecular Materials and Engineering,onlinelibrary.wiley.com
The Japanese journal of psychology,www.jstage.jst.go.jp
The Breast Journal,onlinelibrary.wiley.com
Journal of Personalized Medicine,www.mdpi.com
Retrovirology,www.retrovirology.com
Turk Kardiyoloji Dernegi Arsivi-Archives of the Turkish Society of Cardiology,www.archivestsc.com
CA A Cancer Journal for Clinicians,onlinelibrary.wiley.com
SpringerPlus,link.springer.com
Journal of Synchrotron Radiation,onlinelibrary.wiley.com
Zhongguo shengtai nongye xuebao,ecoagri.ac.cn
The Electronic Journal of Combinatorics,www.combinatorics.org
Molecular Plant-Microbe Interactions,apsjournals.apsnet.org
Revista chilena de pediatría,www.scielo.cl
Linguistics,www.degruyter.com
THE JOURNAL OF JAPAN SOCIETY FOR CLINICAL ANESTHESIA,www.jstage.jst.go.jp
Acta Poloniae Historica,aph-ihpan.edu.pl
Culinary Science & Hospitality Research,cshr.jams.or.kr
European Journal of Business and Management,iiste.org
Juridical scientific and electronic journal,lsej.org.ua
Asian Journal of Surgery,www.journals.elsevier.com
资源科学,www.resci.cn
Nuclear Engineering and Technology,www.journals.elsevier.com
Microbiology Resource Announcements,mra.asm.org
Cancer Management and Research,www.dovepress.com
Frontiers in Ecology and Evolution,www.frontiersin.org
Radiology Case Reports,www.journals.elsevier.com
KnE Social Sciences,www.knepublishing.com
Neural Regeneration Research,www.nrronline.org
Discrete Dynamics in Nature and Society,www.hindawi.com
EBioMedicine,www.journals.elsevier.com
Polimery,www.ichp.pl
World Journal of Surgical Oncology,wjso.biomedcentral.com
Transfusion Medicine and Hemotherapy,www.karger.com
The Indian Journal of Medical Research,www.ijmr.org.in
Journal of Cosmetic Dermatology,onlinelibrary.wiley.com
BMC Veterinary Research,bmcvetres.biomedcentral.com
Electronic Proceedings in Theoretical Computer Science,eptcs.org
Intereconomics,www.springer.com
ISPRS International Journal of Geo-Information,www.mdpi.com
Filomat,www.pmf.ni.ac.rs
Razón y Palabra,revistarazonypalabra.org
Earth Planets and Space,www.earth-planets-space.com
Acta Neurobiologiae Experimentalis,www.ane.pl
BMC Complementary and Alternative Medicine,bmccomplementmedtherapies.biomedcentral.com
Journal of Food Biochemistry,onlinelibrary.wiley.com
Journal of Cancer,www.jcancer.org
IEICE Electronics Express,www.jstage.jst.go.jp
Virology Journal,www.virologyj.com
THE JOURNAL OF THE STOMATOLOGICAL SOCIETY JAPAN,www.jstage.jst.go.jp
Journal of the Visualization Society of Japan,www.jstage.jst.go.jp
Journal of Clinical Pharmacy and Therapeutics,onlinelibrary.wiley.com
The Brazilian Journal of Infectious Diseases,www.journals.elsevier.com
Genetics Research,journals.cambridge.org
Archives of Design Research,www.aodr.org
Journal of Oncology,www.hindawi.com
Revista Española de Enfermedades Digestivas,scielo.isciii.es
Ecography,www.wiley.com
IET Control Theory and Applications,ietresearch.onlinelibrary.wiley.com
QUARTERLY JOURNAL OF THE JAPAN WELDING SOCIETY,www.jstage.jst.go.jp
Australian and New Zealand Journal of Public Health,www.sciencedirect.com
Water Science & Technology Water Supply,iwaponline.com
International Journal of RF and Microwave Computer-Aided Engineering,onlinelibrary.wiley.com
Boletín Mexicano de Derecho Comparado,www.sciencedirect.com
BMC Evolutionary Biology,bmcecolevol.biomedcentral.com
Pakistan Journal of Zoology,researcherslinks.com
Revista de Administração de Empresas,www.scielo.br
Endocrine Journal,square.umin.ac.jp
Demonstratio Mathematica,demmath.mini.pw.edu.pl
Pharmaceutical Biology,www.informapharmascience.com
Arquivos Brasileiros de Oftalmologia,www.scielo.br
Revista Portuguesa de Pneumologia,www.journals.elsevier.com
Computational and Mathematical Methods in Medicine,www.hindawi.com
Gaceta Sanitaria,www.journals.elsevier.com
Frontiers in Energy Research,www.frontiersin.org
Современные проблемы науки и образования (Modern Problems of Science and Education),www.science-education.ru
Ecosphere,esajournals.onlinelibrary.wiley.com
International Journal of Distributed Sensor Networks,us.sagepub.com
Nueva Revista de Filología Hispánica (NRFH),nrfh.colmex.mx
Journal of the Formosan Medical Association,www.journals.elsevier.com
Scientia Iranica,www.sciencedirect.com
Procedia Structural Integrity,www.journals.elsevier.com
The Journal of Engineering,ietresearch.onlinelibrary.wiley.com
Aging Clinical and Experimental Research,www.springer.com
Automation and Remote Control,www.springer.com
Assiut Veterinary Medical Journal/Maǧallaẗ Asyūṭ al-ṭibiyyaẗ al-baytariyyaẗ,avmj.journals.ekb.eg
EURASIP Journal on Wireless Communications and Networking,jwcn-eurasipjournals.springeropen.com
Atmospheric measurement techniques,www.atmospheric-measurement-techniques.net
Education Sciences,www.mdpi.com
Frontiers in Molecular Biosciences,www.frontiersin.org
AFRICAN JOURNAL OF BUSINESS MANAGEMENT,www.academicjournals.org
Cell Proliferation,onlinelibrary.wiley.com
Biodiversitas Journal of Biological Diversity,smujo.id
Japanese Sociological Review,www.jstage.jst.go.jp
Pediatric Neurology Briefs,www.pediatricneurologybriefs.com
International Journal of Research in Pharmaceutical Sciences,www.ijrps.pharmascope.org
Indian Heart Journal,www.journals.elsevier.com
Genetics Selection Evolution,link.springer.com
International Journal of Indian Psychology,www.ijip.in
Revista de Administración Pública,dialnet.unirioja.es
Ius Canonicum,revistas.unav.edu
Optical Materials Express,www.osapublishing.org
Canadian Urological Association Journal,www.cma.ca
Microbiology Spectrum,journals.asm.org
Journal de la Société des Américanistes,jsa.revues.org
BMC Neurology,bmcneurol.biomedcentral.com
Klio,www.degruyter.com
South African Journal of Science,www.sajs.co.za
Zhongliu fangzhi yanjiu,www.zlfzyj.com
Physiological Reports,physiologicalreports.org
Bragantia,www.scielo.br
Japanese Journal of Clinical Immunology,www.jstage.jst.go.jp
Frontiers in Surgery,www.frontiersin.org
Journal of Orthopaedic Surgery and Research,link.springer.com
BMC Cardiovascular Disorders,link.springer.com
Journal of Nutritional Science and Vitaminology,www.jstage.jst.go.jp
Nippon Nōyaku Gakkaishi,www.jstage.jst.go.jp
EURASIP Journal on Advances in Signal Processing,asp.eurasipjournals.com
BMC Nephrology,link.springer.com
Theranostics,www.thno.org
Journal of Cancer Research and Therapeutics,www.cancerjournal.net
Journal of Surgical Case Reports,academic.oup.com
Journal of Agricultural Science,journals.cambridge.org
Metabolites,www.mdpi.com
Frontiers in Physics,www.frontiersin.org
Journal of Applied Clinical Medical Physics,aapm.onlinelibrary.wiley.com
Journal of the International AIDS Society,www.jiasociety.org
International Journal of Morphology,www.scielo.cl
International Journal of Business and Management,ijbm.net
Turkish Online Journal of Qualitative Inquiry,dergipark.ulakbim.gov.tr
The International Journal of Neuropsychopharmacology,ijnp.oxfordjournals.org
Mechanik,www.mechanik.media.pl
HortTechnology,journals.ashs.org
Journal of Mathematics,www.hindawi.com
Journal of the Atomic Energy Society of Japan,www.jstage.jst.go.jp
Journal of Cardiothoracic Surgery,www.cardiothoracicsurgery.org
Acta Societatis Botanicorum Poloniae,pbsociety.org.pl
Nippon Saikingaku Zasshi,www.jstage.jst.go.jp
Hematology Transfusion and Cell Therapy,www.journals.elsevier.com
Hyomen Kagaku,www.jstage.jst.go.jp
Respiratory Research,respiratory-research.com
Journal of Photopolymer Science and Technology,www.jstage.jst.go.jp
International Journal of Pharmacy and Pharmaceutical Sciences,www.ijppsjournal.com
Salud Pública de México,saludpublica.mx
Efektyvna ekonomika,www.economy.nayka.com.ua
IET Microwaves Antennas & Propagation,ietresearch.onlinelibrary.wiley.com
Vestnik Universiteta,vestnik.guu.ru
Молодий вчений,molodyvcheny.in.ua
Acta Crystallographica Section E Crystallographic Communications,journals.iucr.org
Alexandria Engineering Journal,www.journals.elsevier.com
Pakistan Journal of Medical Sciences,www.pjms.com.pk
Acta veterinaria Scandinavica,actavetscand.biomedcentral.com
Legal History Review,www.jstage.jst.go.jp
Biotechnology & Biotechnological Equipment,www.tandfonline.com
Neuropsychiatric Disease and Treatment,www.dovepress.com
Research Journal of Applied Sciences Engineering and Technology,www.maxwellsci.com
Revista Panamericana de Salud Pública,www.paho.org
IEEE Transactions on Neural Systems and Rehabilitation Engineering,ieeexplore.ieee.org
Applied Ecology and Environmental Research,www.aloki.hu
Journal of Nursing Management,onlinelibrary.wiley.com
Drug Design Development and Therapy,www.dovepress.com
Clinical and Vaccine Immunology,cvi.asm.org
"Computers, materials & continua/Computers, materials & continua (Print)",rzblx1.uni-regensburg.de
G3 Genes Genomes Genetics,www.g3journal.org
Natural hazards and earth system sciences,www.nat-hazards-earth-syst-sci.net
Journal of Medicinal Plants Research,www.academicjournals.org
Health & Social Care in the Community,onlinelibrary.wiley.com
SOILS AND FOUNDATIONS,www.journals.elsevier.com
BMC Medicine,www.biomedcentral.com
Membranes,www.mdpi.com
Disease Markers,www.hindawi.com
BIO Web of Conferences,www.bio-conferences.org
Archivos de Zootecnia,www.uco.es
Leprosy Review,leprosyreview.org
BMC Gastroenterology,link.springer.com
Materials Research,www.scielo.br
Meta Journal des traducteurs,www.erudit.org
Stem Cell Research & Therapy,stemcellres.biomedcentral.com
Journal of the Japanese Association for Petroleum Technology,www.jstage.jst.go.jp
JOURNAL OF THE BREWING SOCIETY OF JAPAN,www.jstage.jst.go.jp
Brazilian Journal of Biology,www.scielo.br
Acta Biochimica Polonica,ojs.ptbioch.edu.pl
International Journal of Scientific Research in Science and Technology,www.ijsrst.com
Jahrbuch für Wirtschaftsgeschichte / Economic History Yearbook,www.oldenbourg-verlag.de
Journal of Intelligent & Robotic Systems,www.springer.com
Journal of Neuroinflammation,www.jneuroinflammation.com
Bulletin of Kemerovo State University,vestnik.kemsu.ru
Latin American Research Review,www.cambridge.org
Tropical Journal of Pharmaceutical Research,www.tjpr.org
Diversity,www.mdpi.com
Veterinary World,www.veterinaryworld.org
IET Power Electronics,ietresearch.onlinelibrary.wiley.com
The AMA Journal of Ethic,www.virtualmentor.ama-assn.org
Journal of Chemistry,www.hindawi.com
Journal of Fungi,www.mdpi.com
Saudi Journal of Biological Sciences,www.journals.elsevier.com
Revista de História,www.revistas.usp.br
Tianran chanwu yanjiu yu kaifa,www.trcw.ac.cn
Korean Journal of Pediatrics,www.kjp.or.kr
Journal of Industrial Microbiology & Biotechnology,www.springer.com
Nuclear Techniques,www.hjs.sinap.ac.cn
Foot & Ankle Orthopaedics,us.sagepub.com
Translational Psychiatry,www.nature.com
Journal of Dermatological Treatment,www.informahealthcare.com
Archives of Agronomy and Soil Science,www.tandf.co.uk
The Lancet Global Health,www.journals.elsevier.com
Acta Universitatis Lodziensis Folia oeconomica,www.czasopisma.uni.lodz.pl
Journal of Lake Sciences,www.jlakes.org
Ophthalmic Research,nbn-resolving.org
Global Spine Journal,us.sagepub.com
Beilstein Journal of Organic Chemistry,www.beilstein-journals.org
Annals of Medicine,www.tandfonline.com
Depression and Anxiety,onlinelibrary.wiley.com
Fire Science and Technology,www.jstage.jst.go.jp
Blood Advances,www.sciencedirect.com
ARCHIVES OF HEALTH INVESTIGATION,www.archhealthinvestigation.com.br
Demography,www.springer.com
International Journal of Intelligent Systems,onlinelibrary.wiley.com
Defence Science Journal,www.indianjournals.com
Julius-Kühn-Archiv,ojs.openagrar.de
International journal of communication,ijoc.org
Les Cahiers de droit,cd.erudit.org
Ruch Biblijny i Liturgiczny,rbl.ptt.net.pl
Orphanet Journal of Rare Diseases,link.springer.com
Journal of Experimental & Clinical Cancer Research,link.springer.com
International Journal of Orthopaedics Sciences,www.orthopaper.com
European Journal of Cancer Care,onlinelibrary.wiley.com
Kafkas Universitesi Veteriner Fakultesi Dergisi,vetdergikafkas.org
Mobile Information Systems,www.hindawi.com
Journal of Applied Mathematics,www.hindawi.com
Kardiologia Polska,www.kardiologiapolska.pl
The ISME Journal,www.nature.com
DELETED,www.revistadefomentosocial.es
Journal of Pharmacological Sciences,www.journals.elsevier.com
Current Oncology,www.mdpi.com
USGS professional paper,pubs.er.usgs.gov
Nuevo mundo mundos nuevos,nuevomundo.revues.org
Journal of Drug Delivery and Therapeutics,jddtonline.info
JCI Insight,insight.jci.org
Acta Universitatis Agriculturae et Silviculturae Mendelianae Brunensis,acta.mendelu.cz
Revista Brasileira de Ciência do Solo,www.scielo.br
MMWR Morbidity and Mortality Weekly Report,www.cdc.gov
Geofluids,www.hindawi.com
Information Bulletin on Variable Stars,ibvs.konkoly.hu
Clinics,www.sciencedirect.com
Indian Journal of Dermatology,www.e-ijd.org
BMC Proceedings,bmcproc.biomedcentral.com
Revue de géographie alpine,rga.revues.org
Briefings in Bioinformatics,bib.oxfordjournals.org
Bulletin of The Royal College of Surgeons of England,www.rcseng.ac.uk
Frontiers in Molecular Neuroscience,journal.frontiersin.org
NAVIGATION Journal of the Institute of Navigation,onlinelibrary.wiley.com
Journal of the Ceramic Society of Japan,www.jstage.jst.go.jp
Pathophysiology,www.journals.elsevier.com
Revue suisse de zoologie,institutions.ville-geneve.ch
Procedia Environmental Sciences,www.sciencedirect.com
Tellus B,tellusb.net
Nihon Toseki Igakkai Zasshi,www.jstage.jst.go.jp
Procedia Economics and Finance,www.sciencedirect.com
International braz j urol,www.scielo.br
Indian Journal of Medical Microbiology,www.sciencedirect.com
International Journal of Basic & Clinical Pharmacology,www.ijbcp.com
Monthly Notices of the Royal Astronomical Society Letters,academic.oup.com
Medwave,www.medwave.cl
Nippon Laser Igakkaishi,www.jstage.jst.go.jp
Theory and Practice in Language Studies,ojs.academypublisher.com
Annales de l’institut Fourier,annalif.ujf-grenoble.fr
BMC Ophthalmology,bmcophthalmol.biomedcentral.com
Eastern Mediterranean Health Journal,www.emro.who.int
OncoImmunology,www.landesbioscience.com
Brazilian Archives of Biology and Technology,www.scielo.br
Annals of Geophysics,www.annalsofgeophysics.eu
Journal of Advanced Transportation,www.hindawi.com
Kvasny Prumysl,www.kvasnyprumysl.cz
NeuroImage Clinical,www.journals.elsevier.com
BMC Oral Health,bmcoralhealth.biomedcentral.com
Food Science & Nutrition,onlinelibrary.wiley.com
Records of the Zoological Survey of India,recordsofzsi.com
Measurement and Control,us.sagepub.com
European Journal of Mineralogy,www.european-journal-of-mineralogy.net
AIMS Mathematics,www.aimspress.com
Cellular Microbiology,onlinelibrary.wiley.com
Iraqi Journal of Science,www.ijs.scbaghdad.edu.iq
Journal of Arrhythmia,onlinelibrary.wiley.com
Revista Mexicana de Ciencias Agrícolas,cienciasagricolas.inifap.gob.mx
English Language Teaching,epe.lac-bac.gc.ca
Vojnosanitetski pregled,www.doiserbia.nb.rs
Journal of Robotics and Mechatronics,www.fujipress.jp
Kwartalnik Historyczny,www.semper.pl
Complementary Therapies in Medicine,www.journals.elsevier.com
Archives of Medical Science,www.termedia.pl
Annals of Human Biology,www.tandfonline.com
Journal of Biomedical Science,www.jbiomedsci.com
International Journal of Physical Education Sports and Health,www.kheljournal.com
KSII Transactions on Internet and Information Systems,www.itiis.org
Italian Journal of Animal Science,www.tandfonline.com
Health and Quality of Life Outcomes,link.springer.com
World Allergy Organization Journal,www.journals.elsevier.com
Indian Journal of Pharmaceutical Sciences,www.ijpsonline.com
